# Neutral cleanup for decompiler array aliases (`is_*`) batch 7.
file,kind,owner,member,signature,param_index,old,new,detail_regex,line,col,notes
*,local,*,,,,is_68_,array68,,,"Neutral array alias"
*,local,*,,,,is_63_,array63,,,"Neutral array alias"
*,local,*,,,,is_58_,array58,,,"Neutral array alias"
*,local,*,,,,is_48_,array48,,,"Neutral array alias"
*,local,*,,,,is_42_,array42,,,"Neutral array alias"
*,local,*,,,,is_106_,array106,,,"Neutral array alias"
*,local,*,,,,is_59_,array59,,,"Neutral array alias"
*,local,*,,,,is_47_,array47,,,"Neutral array alias"
*,local,*,,,,is_46_,array46,,,"Neutral array alias"
*,local,*,,,,is_36_,array36,,,"Neutral array alias"
*,local,*,,,,is_301_,array301,,,"Neutral array alias"
*,local,*,,,,is_97_,array97,,,"Neutral array alias"
*,local,*,,,,is_67_,array67,,,"Neutral array alias"
*,local,*,,,,is_64_,array64,,,"Neutral array alias"
*,local,*,,,,is_642_,array642,,,"Neutral array alias"
